original order,Year,Gender,Type,Fatal (Y/N/UNKNOWN),Country
524.0,1884.0,F,Unprovoked,Y,AUSTRALIA
525.0,1884.0,M,Unprovoked,Y,SOUTH AFRICA
526.0,1884.0,M,Unprovoked,Y,BRAZIL
527.0,1884.0,M,Invalid,,USA
528.0,1884.0,M,Unprovoked,N,USA
529.0,1884.0,F,Provoked,Y,FRANCE
530.0,1884.0,M,Sea Disaster,Y,AUSTRALIA
531.0,1885.0,M,Unprovoked,N,SOUTH AFRICA
532.0,1885.0,M,Unprovoked,N,NEW ZEALAND
533.0,1885.0,M,Unprovoked,Y,
534.0,1885.0,M,Sea Disaster,Y,USA
535.0,1885.0,M,Sea Disaster,N,USA
536.0,1885.0,M,Sea Disaster,N,USA
537.0,1885.0,M,Unprovoked,Y,ATLANTIC OCEAN
538.0,1885.0,M,Unprovoked,N,AUSTRALIA
539.0,1885.0,,Boating,N,AUSTRALIA
540.0,1886.0,M,Unprovoked,N,AUSTRALIA
541.0,1886.0,M,Unprovoked,Y,SOUTH AFRICA
542.0,1886.0,M,Unprovoked,N,AUSTRALIA
543.0,1886.0,M,Unprovoked,N,SOUTH AFRICA
544.0,1886.0,M,Boating,N,AUSTRALIA
545.0,1886.0,M,Invalid,,AUSTRALIA
546.0,1886.0,M,Invalid,,NEW ZEALAND
547.0,1886.0,M,Invalid,,NEW ZEALAND
548.0,1886.0,M,Unprovoked,N,AUSTRALIA
549.0,1886.0,M,Unprovoked,Y,NEW CALEDONIA
550.0,1886.0,F,Invalid,,USA
551.0,1886.0,M,Unprovoked,Y,AUSTRALIA
552.0,1886.0,M,Boating,N,USA
553.0,1886.0,,Provoked,N,USA
554.0,1886.0,M,Boating,N,USA
555.0,1887.0,M,Sea Disaster,N,OCEAN
556.0,1887.0,M,Unprovoked,Y,SOUTH AFRICA
557.0,1887.0,M,Sea Disaster,Y,BRAZIL
558.0,1887.0,,Provoked,N,SOUTH AFRICA
559.0,1887.0,M,Unprovoked,Y,NEW ZEALAND
560.0,1887.0,,Boating,N,AUSTRALIA
561.0,1887.0,M,Sea Disaster,Y,
562.0,1887.0,,Invalid,,CROATIA
563.0,1887.0,M,Unprovoked,N,ITALY
564.0,1887.0,M,Sea Disaster,Y,BAHAMAS
565.0,1887.0,M,Unprovoked,Y,USA
566.0,1887.0,M,Unprovoked,Y,AUSTRALIA
567.0,1887.0,M,Unprovoked,Y,HONDURAS
568.0,1888.0,M,Unprovoked,N,LIBYA
569.0,1888.0,M,Unprovoked,Y,SOUTH AFRICA
569.0,1888.0,M,Boating,N,AUSTRALIA
570.0,1888.0,M,Unprovoked,N,NEW ZEALAND
572.0,1888.0,M,Invalid,,AUSTRALIA
573.0,1888.0,,Boating,N,AUSTRALIA
574.0,1888.0,,Invalid,,CROATIA
575.0,1888.0,M,Sea Disaster,Y,INDIA
576.0,1888.0,M,Invalid,,JAMAICA
577.0,1888.0,,Boating,N,USA
578.0,1888.0,M,Sea Disaster,Y,CANADA
579.0,1888.0,,Unprovoked,Y,CROATIA
580.0,1888.0,M,Unprovoked,Y,AUSTRALIA
581.0,1888.0,M,Unprovoked,Y,AUSTRALIA
582.0,1888.0,M,Unprovoked,N,INDIAN OCEAN
583.0,1889.0,M,Unprovoked,Y,SIERRA LEONE
584.0,1889.0,,Provoked,N,USA
585.0,1889.0,M,Unprovoked,Y,AUSTRALIA
586.0,1889.0,M,Unprovoked,N,USA
587.0,1889.0,M,Unprovoked,Y,USA
588.0,1889.0,M,Unprovoked,Y,INDIA
589.0,1889.0,M,Invalid,,USA
590.0,1889.0,M,Unprovoked,Y,AUSTRALIA
591.0,1889.0,,Invalid,,GREECE
592.0,1890.0,M,Unprovoked,Y,SOUTH AFRICA
593.0,1890.0,M,Unprovoked,Y,NEW ZEALAND
594.0,1890.0,M,Unprovoked,UNKNOWN,INDIA
595.0,1890.0,M,Unprovoked,UNKNOWN,INDIA
596.0,1890.0,M,Unprovoked,N,AUSTRALIA
597.0,1890.0,M,Boating,Y,MALTA
599.0,1890.0,M,Invalid,,SOUTH AFRICA
600.0,1890.0,M,Unprovoked,Y,EGYPT
601.0,1890.0,M,Unprovoked,N,PERSIAN GULF
602.0,1890.0,M,Unprovoked,N,CROATIA
603.0,1890.0,M,Unprovoked,N,SAMOA
604.0,1890.0,M,Unprovoked,N,USA
605.0,1890.0,,Provoked,N,USA
606.0,1890.0,M,Unprovoked,Y,ATLANTIC OCEAN
607.0,1890.0,M,Unprovoked,N,BRITISH NEW GUINEA
608.0,1890.0,,Invalid,,AUSTRALIA
609.0,1891.0,M,Unprovoked,Y,JAMAICA
610.0,1891.0,,Unprovoked,Y,PARAGUAY
611.0,1891.0,M,Invalid,,USA
612.0,1891.0,M,Provoked,N,USA
613.0,1891.0,M,Unprovoked,Y,CANADA
614.0,1891.0,,Sea Disaster,Y,KIRIBATI
615.0,1891.0,M,Unprovoked,N,MARTINIQUE
616.0,1891.0,M,Unprovoked,N,NEW ZEALAND
617.0,1891.0,M,Unprovoked,N,AUSTRALIA
618.0,1892.0,M,Provoked,Y,AUSTRALIA
619.0,1892.0,M,Provoked,N,AUSTRALIA
620.0,1892.0,M,Unprovoked,Y,PACIFIC OCEAN
621.0,1892.0,M,Unprovoked,Y,BAHAMAS
622.0,1892.0,M,Unprovoked,N,NEW ZEALAND
623.0,1892.0,M,Unprovoked,Y,CUBA
624.0,1892.0,,Invalid,,FRANCE
625.0,1892.0,M,Unprovoked,N,USA
626.0,1892.0,F,Unprovoked,N,AUSTRALIA
627.0,1892.0,M,Unprovoked,N,AUSTRALIA
628.0,1892.0,M,Unprovoked,Y,ATLANTIC OCEAN
629.0,1893.0,,Unprovoked,UNKNOWN,EGYPT
630.0,1893.0,M,Unprovoked,Y,FRENCH POLYNESIA
631.0,1893.0,M,Unprovoked,Y,NEW ZEALAND
632.0,1893.0,M,Invalid,,AUSTRALIA
633.0,1893.0,M,Unprovoked,N,AUSTRALIA
634.0,1893.0,M,Unprovoked,N,SOUTH ATLANTIC OCEAN
635.0,1893.0,M,Unprovoked,Y,CUBA
636.0,1893.0,F,Unprovoked,Y,FIJI
637.0,1893.0,M,Unprovoked,Y,LEBANON
638.0,1893.0,M,Unprovoked,Y,NIGERIA
639.0,1893.0,M,Sea Disaster,Y,PHILIPPINES
640.0,1893.0,,Invalid,,CROATIA
641.0,1893.0,M,Unprovoked,Y,INDIA
642.0,1894.0,F,Unprovoked,Y,BURMA
643.0,1894.0,F,Unprovoked,Y,BURMA
644.0,1894.0,M,Unprovoked,Y,MEXICO
645.0,1894.0,M,Unprovoked,N,USA
646.0,1894.0,M,Unprovoked,Y,SOUTH AFRICA
647.0,1894.0,M,Unprovoked,UNKNOWN,USA
648.0,1894.0,M,Unprovoked,Y,FRANCE
649.0,1894.0,M,Unprovoked,N,USA
650.0,1894.0,F,Unprovoked,UNKNOWN,USA
651.0,1894.0,M,Provoked,N,USA
652.0,1894.0,F,Unprovoked,N,FIJI
653.0,1894.0,M,Unprovoked,N,USA
654.0,1894.0,M,Unprovoked,Y,USA
655.0,1894.0,M,Unprovoked,N,AUSTRALIA
656.0,1894.0,M,Provoked,N,USA
657.0,1895.0,,Boating,N,AUSTRALIA
658.0,1895.0,M,Unprovoked,Y,PANAMA
659.0,1895.0,M,Unprovoked,Y,AUSTRALIA
660.0,1895.0,M,Unprovoked,N,AUSTRALIA
661.0,1895.0,M,Unprovoked,Y,INDONESIA
662.0,1895.0,M,Unprovoked,N,NEW ZEALAND
663.0,1895.0,M,Unprovoked,Y,SOUTH AFRICA
664.0,1895.0,M,Unprovoked,Y,NEW ZEALAND
665.0,1895.0,M,Sea Disaster,N,BAHAMAS
666.0,1895.0,M,Unprovoked,Y,AUSTRALIA
667.0,1895.0,M,Unprovoked,N,
668.0,1895.0,M,Unprovoked,Y,JAPAN
669.0,1895.0,M,Unprovoked,N,USA
670.0,1895.0,M,Unprovoked,Y,USA
671.0,1895.0,,Provoked,N,USA
672.0,1895.0,M,Unprovoked,Y,YEMEN 
673.0,1895.0,M,Sea Disaster,,CUBA
674.0,1895.0,M,Unprovoked,Y,AUSTRALIA
675.0,1895.0,M,Unprovoked,N,BARBADOS
676.0,1895.0,M,Unprovoked,Y,AUSTRALIA
677.0,1896.0,M,Unprovoked,N,HAITI
678.0,1896.0,M,Unprovoked,Y,USA
679.0,1896.0,M,Unprovoked,Y,AUSTRALIA
680.0,1896.0,M,Unprovoked,N,USA
681.0,1896.0,M,Unprovoked,Y,USA
682.0,1896.0,M,Unprovoked,N,SRI LANKA
683.0,1896.0,M,Unprovoked,Y,AUSTRALIA
684.0,1896.0,M,Unprovoked,Y,AUSTRALIA
685.0,1896.0,M,Unprovoked,Y,NEW ZEALAND
686.0,1896.0,M,Unprovoked,Y,NEW ZEALAND
687.0,1896.0,M,Boating,N,AUSTRALIA
688.0,1897.0,,Unprovoked,UNKNOWN,EGYPT
689.0,1897.0,M,Unprovoked,N,NEW ZEALAND
690.0,1897.0,M,Unprovoked,Y,USA
691.0,1897.0,M,Unprovoked,Y,
692.0,1897.0,,Sea Disaster,Y,YEMEN 
693.0,1897.0,M,Unprovoked,Y,SOUTH AFRICA
694.0,1897.0,M,Unprovoked,N,USA
695.0,1897.0,M,Provoked,N,USA
696.0,1897.0,,Unprovoked,Y,MARSHALL ISLANDS
697.0,1897.0,M,Invalid,,MEXICO
698.0,1897.0,M,Provoked,N,USA
699.0,1898.0,M,Sea Disaster,Y,USA
700.0,1898.0,M,Unprovoked,Y,YEMEN 
701.0,1898.0,M,Unprovoked,N,USA
702.0,1898.0,M,Unprovoked,Y,CUBA
703.0,1898.0,F,Unprovoked,N,JAMAICA
704.0,1898.0,M,Unprovoked,Y,CUBA
705.0,1898.0,M,Unprovoked,N,USA
706.0,1898.0,M,Invalid,,CRETE
707.0,1898.0,M,Unprovoked,Y,SRI LANKA
708.0,1898.0,M,Sea Disaster,N,FIJI
709.0,1898.0,M,Unprovoked,Y,NEW CALEDONIA
710.0,1898.0,M,Unprovoked,Y,CUBA
711.0,1898.0,M,Unprovoked,Y,YEMEN 
712.0,1898.0,M,Unprovoked,Y,YEMEN 
713.0,1898.0,M,Invalid,,AUSTRALIA
714.0,1898.0,M,Unprovoked,N,USA
715.0,1898.0,M,Unprovoked,Y,WEST INDIES
716.0,1898.0,M,Unprovoked,N,
717.0,1898.0,M,Unprovoked,N,
718.0,1898.0,M,Unprovoked,Y,USA
719.0,1898.0,M,Unprovoked,Y,AUSTRALIA
720.0,1899.0,M,Unprovoked,N,USA
721.0,1899.0,M,Boating,N,USA
722.0,1899.0,M,Unprovoked,N,SOUTH AFRICA
723.0,1899.0,F,Invalid,,AUSTRALIA
724.0,1899.0,M,Unprovoked,Y,ITALY
725.0,1899.0,M,Invalid,,PHILIPPINES
726.0,1899.0,M,Invalid,,NEW ZEALAND
727.0,1899.0,M,Provoked,N,ITALY
728.0,1899.0,M,Unprovoked,Y,BAHAMAS
729.0,1899.0,M,Unprovoked,N,EGYPT
730.0,1899.0,M,Unprovoked,N,EGYPT 
731.0,1899.0,M,Unprovoked,N,EGYPT 
732.0,1899.0,M,Unprovoked,Y,USA
733.0,1899.0,M,Provoked,Y,USA
734.0,1899.0,M,Unprovoked,Y,MEXICO
735.0,1899.0,M,Unprovoked,Y,LIBYA
736.0,1899.0,M,Unprovoked,N,LIBYA
737.0,1899.0,,Boating,N,AUSTRALIA
738.0,1899.0,,Sea Disaster,Y,PHILIPPINES
739.0,1899.0,M,Unprovoked,N,AUSTRALIA
740.0,1900.0,M,Unprovoked,N,SOUTH AFRICA
741.0,1900.0,M,Unprovoked,N,USA
742.0,1900.0,M,Unprovoked,N,AUSTRALIA
743.0,1900.0,,Provoked,N,USA
744.0,1900.0,M,Invalid,,USA
745.0,1900.0,M,Unprovoked,Y,CROATIA
746.0,1900.0,M,Unprovoked,N,USA
747.0,1900.0,M,Unprovoked,N,USA
748.0,1900.0,M,Unprovoked,UNKNOWN,USA
749.0,1900.0,M,Unprovoked,N,AUSTRALIA
750.0,1900.0,M,Invalid,,SOUTH AFRICA
751.0,1900.0,M,Unprovoked,Y,SOUTH AFRICA
752.0,1900.0,M,Unprovoked,Y,AUSTRALIA
753.0,1901.0,M,Unprovoked,N,USA
754.0,1901.0,M,Unprovoked,Y,AUSTRALIA
755.0,1901.0,M,Unprovoked,N,PHILIPPINES
756.0,1901.0,M,Invalid,,YEMEN 
757.0,1901.0,M,Invalid,,ITALY
758.0,1901.0,M,Unprovoked,Y,SOUTH AFRICA
759.0,1901.0,M,Unprovoked,Y,CYPRUS
760.0,1901.0,M,Unprovoked,N,PHILIPPINES
761.0,1901.0,M,Unprovoked,N,AUSTRALIA
762.0,1902.0,M,Unprovoked,N,AUSTRALIA
763.0,1902.0,M,Invalid,,SOUTH AFRICA
764.0,1902.0,M,Unprovoked,Y,AUSTRALIA
765.0,1902.0,M,Provoked,N,NEW ZEALAND
766.0,1902.0,M,Invalid,,SOUTH AFRICA
767.0,1902.0,M,Unprovoked,N,EGYPT
768.0,1902.0,M,Unprovoked,N,PHILIPPINES
769.0,1902.0,M,Provoked,N,USA
770.0,1902.0,M,Provoked,N,ITALY
771.0,1902.0,M,Unprovoked,Y,USA
772.0,1902.0,M,Boating,N,CROATIA
773.0,1902.0,M,Unprovoked,Y,ITALY
774.0,1902.0,M,Unprovoked,N,USA
775.0,1902.0,M,Unprovoked,Y,AUSTRALIA
776.0,1902.0,M,Unprovoked,Y,NICARAGUA
777.0,1903.0,M,Unprovoked,Y,USA
778.0,1903.0,M,Unprovoked,Y,CRETE
779.0,1903.0,M,Unprovoked,Y,AUSTRALIA
780.0,1903.0,M,Unprovoked,Y,AUSTRALIA
781.0,1903.0,M,Unprovoked,Y,AUSTRALIA
782.0,1903.0,M,Unprovoked,Y,MEXICO
783.0,1903.0,M,Unprovoked,Y,AUSTRALIA
784.0,1903.0,M,Unprovoked,N,FALKLAND ISLANDS
785.0,1903.0,M,Unprovoked,N,USA
786.0,1903.0,M,Unprovoked,Y,CUBA
787.0,1904.0,M,Unprovoked,Y,USA
788.0,1904.0,M,Unprovoked,N,PHILIPPINES
789.0,1904.0,M,Invalid,,USA
790.0,1904.0,M,Unprovoked,Y,REUNION ISLAND
791.0,1904.0,M,Unprovoked,Y,NEW CALEDONIA
792.0,1904.0,M,Unprovoked,Y,NEW ZEALAND
793.0,1904.0,M,Unprovoked,Y,AUSTRALIA
794.0,1904.0,M,Unprovoked,Y,ITALY
795.0,1904.0,M,Unprovoked,Y,USA
796.0,1904.0,M,Unprovoked,N,USA
797.0,1904.0,M,Unprovoked,Y,CUBA
798.0,1904.0,M,Unprovoked,Y,CUBA
799.0,1904.0,M,Unprovoked,Y,INDIAN OCEAN
800.0,1904.0,M,Unprovoked,N,PHILIPPINES
801.0,1905.0,,Boating,N,USA
802.0,1905.0,M,Invalid,,AUSTRALIA
803.0,1905.0,M,Invalid,,AUSTRALIA
804.0,1905.0,,Invalid,,AUSTRALIA
805.0,1905.0,M,Unprovoked,N,AUSTRALIA
806.0,1905.0,M,Unprovoked,Y,SOUTH AFRICA
807.0,1905.0,M,Unprovoked,N,USA
808.0,1905.0,M,Unprovoked,Y,USA
809.0,1905.0,M,Unprovoked,Y,INDONESIA
810.0,1905.0,M,Invalid,,ITALY
811.0,1905.0,M,Unprovoked,Y,USA
812.0,1905.0,M,Unprovoked,N,PHILIPPINES
813.0,1905.0,M,Unprovoked,N,USA
814.0,1905.0,M,Invalid,,EGYPT
815.0,1905.0,M,Provoked,N,USA
816.0,1905.0,M,Unprovoked,Y,AUSTRALIA
817.0,1905.0,M,Invalid,,AUSTRALIA
818.0,1905.0,M,Unprovoked,Y,SOUTH AFRICA
819.0,1906.0,M,Unprovoked,Y,SOUTH AFRICA
820.0,1906.0,M,Unprovoked,Y,AUSTRALIA
821.0,1906.0,M,Invalid,,NEW ZEALAND
822.0,1906.0,M,Invalid,,AUSTRALIA
823.0,1906.0,M,Sea Disaster,Y,INDONESIA
824.0,1906.0,M,Unprovoked,Y,AUSTRALIA
825.0,1906.0,M,Provoked,N,AUSTRALIA
826.0,1906.0,M,Unprovoked,Y,INDONESIA
827.0,1906.0,M,Invalid,,MOZAMBIQUE
828.0,1906.0,M,Unprovoked,Y,USA
829.0,1906.0,M,Unprovoked,Y,USA
830.0,1906.0,M,Unprovoked,N,YEMEN 
831.0,1906.0,M,Provoked,N,USA
832.0,1906.0,M,Unprovoked,Y,AUSTRALIA
833.0,1906.0,M,Unprovoked,Y,INDONESIA
834.0,1906.0,M,Unprovoked,N,INDONESIA
835.0,1906.0,M,Unprovoked,Y,USA
836.0,1906.0,M,Unprovoked,N,USA
837.0,1906.0,M,Unprovoked,Y,USA
838.0,1906.0,M,Unprovoked,N,USA
839.0,1906.0,M,Unprovoked,N,JAMAICA
840.0,1907.0,M,Unprovoked,Y,USA
841.0,1907.0,M,Unprovoked,N,VIETNAM
842.0,1907.0,M,Unprovoked,Y,AUSTRALIA
843.0,1907.0,M,Unprovoked,Y,NEW ZEALAND
844.0,1907.0,M,Unprovoked,N,PHILIPPINES
845.0,1907.0,M,Unprovoked,Y,MALTA
846.0,1907.0,M,Unprovoked,Y,USA
847.0,1907.0,M,Unprovoked,N,MEXICO
848.0,1907.0,M,Unprovoked,N,USA
849.0,1907.0,M,Invalid,,AUSTRALIA
850.0,1907.0,F,Unprovoked,Y,CROATIA
851.0,1907.0,M,Unprovoked,N,USA
852.0,1907.0,M,Unprovoked,Y,CROATIA
853.0,1907.0,F,Unprovoked,Y,CROATIA
854.0,1907.0,F,Unprovoked,Y,CROATIA
855.0,1907.0,M,Invalid,,ENGLAND
856.0,1907.0,M,Unprovoked,N,USA
857.0,1907.0,M,Invalid,,HAITI
858.0,1907.0,M,Unprovoked,N,AUSTRALIA
859.0,1907.0,M,Unprovoked,Y,CHINA
860.0,1907.0,M,Unprovoked,N,CHINA
861.0,1907.0,M,Unprovoked,Y,AUSTRALIA
862.0,1907.0,M,Unprovoked,Y,AUSTRALIA
863.0,1908.0,M,Unprovoked,Y,USA
864.0,1908.0,M,Invalid,,USA
865.0,1908.0,F,Sea Disaster,Y,INDONESIA
866.0,1908.0,.,Sea Disaster,Y,PAPUA NEW GUINEA
867.0,1908.0,M,Sea Disaster,Y,USA
868.0,1908.0,M,Unprovoked,Y,EGYPT
869.0,1908.0,F,Unprovoked,Y,CROATIA
870.0,1908.0,,Invalid,,SPAIN
871.0,1908.0,M,Unprovoked,Y,SPAIN
872.0,1908.0,M,Unprovoked,N,USA
873.0,1908.0,M,Unprovoked,Y,AUSTRALIA
874.0,1908.0,M,Unprovoked,Y,MEXICO
875.0,1908.0,M,Unprovoked,Y,SOUTH AFRICA
876.0,1909.0,,Unprovoked,N,AUSTRALIA
877.0,1909.0,,Invalid,,ITALY
878.0,1909.0,M,Invalid,,
879.0,1909.0,F,Sea Disaster,Y,SOUTH AFRICA
880.0,1909.0,M,Unprovoked,Y,TUNISIA
881.0,1909.0,F,Invalid,,USA
882.0,1909.0,M,Provoked,N,SPAIN
883.0,1909.0,M,Sea Disaster,Y,AUSTRALIA
884.0,1909.0,M,Unprovoked,Y,SOUTH AFRICA
885.0,1909.0,F,Unprovoked,Y,MEXICO
886.0,1909.0,M,Unprovoked,N,USA
887.0,1909.0,M,Unprovoked,N,USA
888.0,1909.0,M,Unprovoked,Y,USA
889.0,1909.0,M,Provoked,N,USA
890.0,1909.0,,Sea Disaster,Y,INDONESIA
891.0,1909.0,M,Provoked,N,AUSTRALIA
892.0,1909.0,M,Unprovoked,Y,AUSTRALIA
893.0,1909.0,M,Unprovoked,N,USA
894.0,1910.0,M,Unprovoked,UNKNOWN,PHILIPPINES
895.0,1910.0,M,Invalid,,USA
896.0,1910.0,M,Unprovoked,Y,AUSTRALIA
897.0,1910.0,M,Unprovoked,N,AUSTRALIA
898.0,1910.0,M,Invalid,,USA
899.0,1910.0,M,Unprovoked,N,NEW ZEALAND
900.0,1910.0,M,Unprovoked,Y,PANAMA
901.0,1910.0,M,Invalid,,USA
902.0,1910.0,,Sea Disaster,Y,MOZAMBIQUE
903.0,1910.0,M,Unprovoked,N,MEXICO
904.0,1910.0,M,Unprovoked,N,AUSTRALIA
905.0,1910.0,M,Provoked,N,NORTH ATLANTIC OCEAN
906.0,1910.0,M,Sea Disaster,Y,AUSTRALIA
907.0,1910.0,M,Invalid,,CROATIA
908.0,1911.0,M,Unprovoked,Y,NEW ZEALAND
909.0,1911.0,M,Unprovoked,N,USA
910.0,1911.0,M,Sea Disaster,N,AUSTRALIA
911.0,1911.0,M,Unprovoked,Y,AUSTRALIA
912.0,1911.0,,Boating,N,NEW ZEALAND
913.0,1911.0,M,Unprovoked,Y,SOUTH AFRICA
914.0,1911.0,M,Provoked,N,USA
915.0,1911.0,M,Unprovoked,Y,SOUTH AFRICA
916.0,1911.0,M,Provoked,N,USA
917.0,1911.0,M,Unprovoked,Y,SPAIN
918.0,1911.0,M,Unprovoked,N,USA
919.0,1911.0,M,Unprovoked,Y,USA
920.0,1911.0,M,Unprovoked,Y,USA
921.0,1911.0,M,Unprovoked,N,AUSTRALIA
922.0,1911.0,M,Unprovoked,Y,USA
923.0,1911.0,M,Invalid,,USA
924.0,1912.0,M,Unprovoked,Y,SPAIN
925.0,1912.0,M,Unprovoked,Y,AUSTRALIA
926.0,1912.0,M,Unprovoked,N,AUSTRALIA
927.0,1912.0,M,Unprovoked,Y,FIJI
928.0,1912.0,M,Unprovoked,Y,AUSTRALIA
929.0,1912.0,M,Unprovoked,N,NEW CALEDONIA
930.0,1912.0,M,Unprovoked,N,AUSTRALIA
931.0,1912.0,M,Provoked,N,AUSTRALIA
932.0,1912.0,M,Unprovoked,N,NEW ZEALAND
933.0,1912.0,M,Invalid,,SOUTH AFRICA
934.0,1912.0,M,Unprovoked,Y,SOLOMON ISLANDS
935.0,1912.0,M,Unprovoked,N,USA
936.0,1912.0,M,Unprovoked,Y,USA
937.0,1912.0,F,Sea Disaster,Y,PHILIPPINES
938.0,1913.0,M,Unprovoked,N,AUSTRALIA
939.0,1913.0,M,Unprovoked,Y,REUNION
940.0,1913.0,M,Unprovoked,Y,REUNION
941.0,1913.0,M,Unprovoked,N,AUSTRALIA
942.0,1913.0,M,Unprovoked,N,SAMOA
943.0,1913.0,M,Provoked,N,AUSTRALIA
944.0,1913.0,M,Provoked,N,USA
945.0,1913.0,M,Unprovoked,Y,COSTA RICA
946.0,1913.0,M,Unprovoked,Y,USA
947.0,1913.0,,Invalid,,ITALY
948.0,1913.0,F,Invalid,,USA
949.0,1913.0,M,Invalid,,USA
950.0,1913.0,M,Provoked,N,CROATIA
951.0,1913.0,M,Unprovoked,N,USA
952.0,1913.0,M,Unprovoked,N,AUSTRALIA
953.0,1913.0,M,Unprovoked,Y,NIGERIA
954.0,1913.0,M,Sea Disaster,Y,CUBA
955.0,1913.0,,Provoked,N,USA
956.0,1914.0,F,Unprovoked,UNKNOWN,SOUTH AFRICA
957.0,1914.0,F,Unprovoked,N,AUSTRALIA
958.0,1914.0,M,Unprovoked,N,AUSTRALIA
959.0,1914.0,M,Unprovoked,N,AUSTRALIA
960.0,1914.0,M,Unprovoked,Y,USA
961.0,1914.0,M,Sea Disaster,Y,GUYANA
962.0,1914.0,M,Invalid,,USA
963.0,1914.0,F,Provoked,N,USA
964.0,1914.0,M,Sea Disaster,Y,NEW CALEDONIA
965.0,1914.0,M,Unprovoked,Y,AUSTRALIA
966.0,1914.0,M,Boating,N,MONTENEGRO
967.0,1914.0,M,Unprovoked,N,CROATIA
968.0,1914.0,M,Provoked,N,USA
969.0,1914.0,F,Unprovoked,N,CROATIA
970.0,1914.0,M,Unprovoked,Y,USA
971.0,1914.0,M,Unprovoked,Y,JAMAICA
972.0,1914.0,F,Sea Disaster,N,SAMOA
973.0,1914.0,M,Unprovoked,N,AUSTRALIA
974.0,1915.0,M,Invalid,,USA
975.0,1915.0,M,Unprovoked,Y,AUSTRALIA
976.0,1915.0,M,Invalid,,NEW ZEALAND
977.0,1915.0,M,Unprovoked,N,AUSTRALIA
978.0,1915.0,M,Unprovoked,N,AUSTRALIA
979.0,1915.0,M,Invalid,,EGYPT
980.0,1915.0,M,Unprovoked,Y,MEXICO
981.0,1915.0,M,Unprovoked,Y,MEXICO
982.0,1915.0,M,Unprovoked,N,USA
983.0,1915.0,M,Unprovoked,N,AUSTRALIA
984.0,1915.0,M,Unprovoked,N,AUSTRALIA
985.0,1915.0,M,Unprovoked,N,AUSTRALIA
986.0,1916.0,M,Unprovoked,N,AUSTRALIA
987.0,1916.0,M,Unprovoked,Y,AUSTRALIA
988.0,1916.0,M,Unprovoked,Y,AUSTRALIA
989.0,1916.0,M,Provoked,N,USA
990.0,1916.0,M,Unprovoked,Y,ATLANTIC OCEAN
991.0,1916.0,M,Unprovoked,N,USA
992.0,1916.0,M,Unprovoked,Y,USA
993.0,1916.0,M,Unprovoked,Y,USA
994.0,1916.0,M,Unprovoked,N,PHILIPPINES
995.0,1916.0,M,Unprovoked,N,SPAIN
996.0,1916.0,M,Sea Disaster,Y,BAHAMAS
997.0,1916.0,M,Unprovoked,Y,USA
998.0,1916.0,M,Unprovoked,Y,USA
999.0,1916.0,M,Unprovoked,N,USA
1000.0,1916.0,M,Unprovoked,N,USA
1001.0,1916.0,F,Invalid,,USA
1002.0,1916.0,M,Unprovoked,N,USA
1003.0,1916.0,M,Unprovoked,N,USA
1004.0,1916.0,M,Provoked,Y,USA
1005.0,1916.0,M,Unprovoked,Y,AUSTRALIA
1006.0,1916.0,M,Unprovoked,Y,AUSTRALIA
1007.0,1916.0,M,Provoked,N,PANAMA
1008.0,1916.0,F,Unprovoked,N,AUSTRALIA
1009.0,1916.0,M,Unprovoked,Y,AUSTRALIA
1010.0,1916.0,M,Unprovoked,N,AUSTRALIA
1011.0,1917.0,M,Unprovoked,N,LIBYA
1012.0,1917.0,M,Unprovoked,N,KUWAIT
1013.0,1917.0,M,Unprovoked,Y,PHILIPPINES
1014.0,1917.0,M,Unprovoked,N,USA
1015.0,1917.0,M,Sea Disaster,Y,IRELAND
1016.0,1917.0,M,Unprovoked,Y,USA
1017.0,1917.0,M,Unprovoked,Y,PANAMA
1018.0,1917.0,M,Provoked,N,USA
1019.0,1917.0,M,Unprovoked,N,USA
1020.0,1917.0,M,Unprovoked,Y,MOZAMBIQUE
1021.0,1917.0,M,Unprovoked,N,AUSTRALIA
1022.0,1918.0,M,Unprovoked,N,AUSTRALIA
1023.0,1918.0,M,Unprovoked,N,AUSTRALIA
1024.0,1918.0,M,Unprovoked,Y,AUSTRALIA
1025.0,1918.0,M,Sea Disaster,Y,SAN DOMINGO
1026.0,1918.0,M,Unprovoked,Y,USA
1027.0,1919.0,F,Unprovoked,N,USA
1028.0,1919.0,M,Boating,N,ITALY
1029.0,1919.0,M,Unprovoked,Y,AUSTRALIA
1030.0,1919.0,M,Unprovoked,Y,AUSTRALIA
1031.0,1919.0,F,Unprovoked,N,NEW ZEALAND
1032.0,1919.0,M,Unprovoked,N,AUSTRALIA
1033.0,1919.0,M,Invalid,UNKNOWN,AUSTRALIA
1034.0,1919.0,M,Unprovoked,Y,USA
1035.0,1919.0,M,Unprovoked,N,USA
1036.0,1919.0,M,Unprovoked,N,USA
1037.0,1919.0,M,Unprovoked,Y,COSTA RICA
1038.0,1919.0,M,Unprovoked,N,AUSTRALIA
1039.0,1919.0,M,Unprovoked,Y,AUSTRALIA
1040.0,1919.0,M,Unprovoked,N,AUSTRALIA
1041.0,1920.0,M,Unprovoked,N,SOUTH AFRICA
1042.0,1920.0,F,Unprovoked,N,NEW ZEALAND
1043.0,1920.0,M,Unprovoked,Y,JAMAICA
1044.0,1920.0,M,Unprovoked,Y,AUSTRALIA
