original order,Year,Gender,Type,Fatal (Y/N/UNKNOWN),Country
3246.0,1980.0,F,Unprovoked,N,USA
3247.0,1980.0,M,Unprovoked,Y,MEXICO
3248.0,1980.0,M,Unprovoked,N,USA
3249.0,1980.0,M,Unprovoked,N,USA
3250.0,1980.0,M,Unprovoked,Y,BRAZIL
3251.0,1980.0,M,Invalid,,SOUTH AFRICA
3252.0,1980.0,M,Unprovoked,N,AUSTRALIA
3253.0,1980.0,M,Unprovoked,N,REUNION
3254.0,1980.0,,Invalid,,SOUTH AFRICA
3255.0,1980.0,M,Unprovoked,N,SOUTH AFRICA
3256.0,1981.0,M,Unprovoked,N,GREECE
3257.0,1981.0,M,Unprovoked,N,AUSTRALIA
3258.0,1981.0,M,Invalid,,SOUTH AFRICA
3259.0,1981.0,M,Unprovoked,N,USA
3260.0,1981.0,,Unprovoked,N,BRAZIL
3261.0,1981.0,M,Unprovoked,N,USA
3262.0,1981.0,,Unprovoked,UNKNOWN,AUSTRALIA
3263.0,1981.0,M,Unprovoked,N,AUSTRALIA
3264.0,1981.0,M,Unprovoked,N,SOUTH AFRICA
3265.0,1981.0,,Unprovoked,UNKNOWN,BRAZIL
3266.0,1981.0,M,Unprovoked,N,CHILE
3267.0,1981.0,M,Unprovoked,N,USA
3268.0,1981.0,M,Unprovoked,N,USA
3269.0,1981.0,M,Unprovoked,N,SOUTH AFRICA
3270.0,1981.0,,Sea Disaster,N,BERMUDA
3271.0,1981.0,M,Provoked,N,NAMIBIA
3272.0,1981.0,M,Unprovoked,N,SOUTH AFRICA
3273.0,1981.0,M,Unprovoked,N,USA
3274.0,1981.0,M,Unprovoked,N,USA
3275.0,1981.0,M,Unprovoked,N,SOUTH AFRICA
3276.0,1981.0,F,Unprovoked,Y,SOUTH KOREA
3277.0,1981.0,M,Unprovoked,Y,USA
3278.0,1981.0,M,Invalid,,USA
3279.0,1981.0,M,Boat,N,ENGLAND
3280.0,1981.0,M,Unprovoked,N,SOUTH AFRICA
3281.0,1981.0,M,Unprovoked,N,USA
3282.0,1981.0,M,Unprovoked,N,SOUTH AFRICA
3283.0,1981.0,F,Unprovoked,N,USA
3284.0,1981.0,M,Unprovoked,N,BAHAMAS
3285.0,1981.0,F,Unprovoked,Y,USA
3286.0,1981.0,M,Unprovoked,N,USA
3287.0,1981.0,M,Invalid,,USA
3288.0,1981.0,M,Provoked,N,USA
3289.0,1981.0,M,Unprovoked,N,USA
3290.0,1981.0,M,Unprovoked,N,USA
3291.0,1981.0,M,Unprovoked,N,USA
3292.0,1981.0,M,Unprovoked,Y,USA
3293.0,1981.0,M,Unprovoked,N,USA
3294.0,1981.0,M,Unprovoked,N,USA
3295.0,1981.0,M,Unprovoked,N,USA
3296.0,1981.0,M,Unprovoked,N,USA
3297.0,1981.0,M,Unprovoked,UNKNOWN,USA
3298.0,1981.0,M,Unprovoked,N,USA
3299.0,1981.0,M,Unprovoked,N,USA
3300.0,1981.0,M,Provoked,N,SOUTH AFRICA
3301.0,1981.0,M,Unprovoked,N,REUNION
3302.0,1981.0,M,Unprovoked,N,USA
3303.0,1981.0,,Unprovoked,N,AUSTRALIA
3304.0,1981.0,M,Unprovoked,Y,USA
3305.0,1982.0,,Unprovoked,UNKNOWN,TUNISIA
3306.0,1982.0,M,Boat,N,ITALY
3307.0,1982.0,M,Boat,UNKNOWN,ITALY
3308.0,1982.0,M,Unprovoked,N,SOUTH AFRICA
3309.0,1982.0,M,Unprovoked,Y,USA
3310.0,1982.0,M,Unprovoked,N,USA
3311.0,1982.0,F,Unprovoked,Y,USA
3312.0,1982.0,F,Unprovoked,N,USA
3313.0,1982.0,F,Unprovoked,N,USA
3314.0,1982.0,M,Provoked,N,SOUTH AFRICA
3315.0,1982.0,M,Unprovoked,N,USA
3316.0,1982.0,M,Unprovoked,Y,AUSTRALIA
3317.0,1982.0,M,Unprovoked,N,NEW CALEDONIA
3318.0,1982.0,M,Unprovoked,Y,AUSTRALIA
3319.0,1982.0,M,Unprovoked,N,USA
3320.0,1982.0,F,Invalid,,USA
3321.0,1982.0,M,Unprovoked,N,USA
3322.0,1982.0,F,Unprovoked,N,USA
3323.0,1982.0,M,Unprovoked,N,BAHAMAS
3324.0,1982.0,M,Unprovoked,N,USA
3325.0,1982.0,M,Unprovoked,Y,SOUTH AFRICA
3326.0,1982.0,,Unprovoked,N,NEW CALEDONIA
3327.0,1982.0,F,Unprovoked,N,USA
3328.0,1982.0,M,Invalid,,USA
3329.0,1982.0,M,Unprovoked,N,USA
3330.0,1982.0,M,Unprovoked,N,USA
3331.0,1982.0,M,Unprovoked,N,SOUTH AFRICA
3332.0,1982.0,M,Invalid,,SOUTH AFRICA
3333.0,1982.0,M,Unprovoked,N,TUNISIA
3334.0,1982.0,F,Unprovoked,N,SOUTH AFRICA
3335.0,1982.0,M,Invalid,,USA
3336.0,1982.0,M,Unprovoked,Y,JAPAN
3337.0,1982.0,M,Invalid,,USA
3338.0,1982.0,M,Unprovoked,N,USA
3339.0,1982.0,M,Unprovoked,N,USA
3340.0,1982.0,M,Unprovoked,N,USA
3341.0,1982.0,M,Unprovoked,N,SOUTH AFRICA
3342.0,1982.0,M,Unprovoked,N,SOUTH AFRICA
3343.0,1982.0,M,Unprovoked,N,USA
3344.0,1982.0,M,Unprovoked,N,USA
3345.0,1983.0,M,Provoked,N,USA
3346.0,1983.0,M,Unprovoked,Y,VANUATU
3347.0,1983.0,M,Unprovoked,N,
3348.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3349.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3350.0,1983.0,M,Invalid,,SOUTH AFRICA
3351.0,1983.0,M,Provoked,N,USA
3352.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3353.0,1983.0,,Unprovoked,N,NEW CALEDONIA
3354.0,1983.0,M,Unprovoked,N,USA
3355.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3356.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3357.0,1983.0,M,Invalid,,SOUTH AFRICA
3358.0,1983.0,M,Unprovoked,N,USA
3359.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3360.0,1983.0,M,Unprovoked,UNKNOWN,USA
3361.0,1983.0,M,Unprovoked,N,USA
3362.0,1983.0,M,Unprovoked,N,USA
3363.0,1983.0,M,Unprovoked,N,USA
3364.0,1983.0,M,Unprovoked,N,BAHAMAS
3365.0,1983.0,M,Invalid,,ITALY
3366.0,1983.0,M,Unprovoked,N,BAHAMAS
3367.0,1983.0,M,Unprovoked,N,USA
3368.0,1983.0,M,Unprovoked,Y,BAHAMAS
3369.0,1983.0,M,Unprovoked,N,USA
3370.0,1983.0,M,Unprovoked,N,USA
3371.0,1983.0,M,Unprovoked,N,BAHAMAS
3372.0,1983.0,F,Unprovoked,N,USA
3373.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3374.0,1983.0,M,Sea Disaster,N,AUSTRALIA
3375.0,1983.0,M,Sea Disaster,Y,AUSTRALIA
3376.0,1983.0,F,Sea Disaster,Y,AUSTRALIA
3377.0,1983.0,,Boat,N,USA
3378.0,1983.0,F,Unprovoked,N,USA
3379.0,1983.0,M,Provoked,N,USA
3380.0,1983.0,F,Unprovoked,N,USA
3381.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3382.0,1983.0,M,Unprovoked,N,USA
3383.0,1983.0,M,Unprovoked,N,USA
3384.0,1983.0,M,Unprovoked,N,USA
3385.0,1983.0,M,Unprovoked,N,USA
3386.0,1983.0,F,Invalid,,SOUTH AFRICA
3387.0,1983.0,M,Unprovoked,N,USA
3388.0,1983.0,M,Sea Disaster,N,PHILIPPINES
3389.0,1983.0,M,Invalid,,SOUTH AFRICA
3390.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3391.0,1983.0,M,Unprovoked,N,SOUTH AFRICA
3392.0,1983.0,M,Unprovoked,N,AUSTRALIA
3393.0,1983.0,M,Unprovoked,N,USA
3394.0,1983.0,M,Invalid,,GREECE
3395.0,1984.0,M,Unprovoked,N,USA
3396.0,1984.0,M,Provoked,N,USA
3397.0,1984.0,F,Unprovoked,Y,SOUTH AFRICA
3398.0,1984.0,M,Unprovoked,N,SOUTH AFRICA
3399.0,1984.0,M,Unprovoked,N,AUSTRALIA
3400.0,1984.0,,Invalid,,SOUTH AFRICA
3401.0,1984.0,M,Provoked,N,SOUTH AFRICA
3402.0,1984.0,M,Provoked,N,SOUTH AFRICA
3403.0,1984.0,,Unprovoked,UNKNOWN,AUSTRALIA
3404.0,1984.0,M,Boat,N,SOUTH AFRICA
3405.0,1984.0,M,Unprovoked,N,SOUTH AFRICA
3406.0,1984.0,M,Invalid,,SOMALIA
3407.0,1984.0,M,Unprovoked,N,SOUTH AFRICA
3408.0,1984.0,M,Unprovoked,Y,VANUATU
3409.0,1984.0,F,Unprovoked,N,USA
3410.0,1984.0,M,Unprovoked,N,SOUTH AFRICA
3411.0,1984.0,M,Unprovoked,N,SOUTH AFRICA
3412.0,1984.0,M,Unprovoked,N,USA
3413.0,1984.0,M,Invalid,,SOUTH AFRICA
3414.0,1984.0,F,Unprovoked,N,USA
3415.0,1984.0,F,Unprovoked,N,USA
3416.0,1984.0,M,Unprovoked,Y,INDONESIA
3417.0,1984.0,F,Invalid,,USA
3418.0,1984.0,M,Provoked,N,MEXICO
3419.0,1984.0,M,Unprovoked,Y,USA
3420.0,1984.0,M,Unprovoked,N,USA
3421.0,1984.0,,Unprovoked,UNKNOWN,USA
3422.0,1984.0,M,Unprovoked,N,USA
3423.0,1984.0,M,Unprovoked,N,USA
3424.0,1984.0,M,Unprovoked,N,USA
3425.0,1984.0,M,Unprovoked,N,USA
3426.0,1984.0,M,Unprovoked,N,USA
3427.0,1984.0,M,Unprovoked,N,USA
3428.0,1984.0,F,Invalid,,USA
3429.0,1984.0,F,Unprovoked,N,USA
3430.0,1984.0,M,Invalid,,USA
3431.0,1984.0,M,Provoked,N,USA
3432.0,1984.0,M,Unprovoked,N,USA
3433.0,1984.0,M,Unprovoked,Y,AUSTRALIA
3434.0,1984.0,,Boat,N,ITALY
3435.0,1985.0,M,Unprovoked,Y,IRAN
3436.0,1985.0,M,Unprovoked,Y,VANUATU
3437.0,1985.0,M,Provoked,N,SOUTH AFRICA
3438.0,1985.0,,Unprovoked,N,NEW CALEDONIA
3439.0,1985.0,M,Unprovoked,N,SOUTH AFRICA
3440.0,1985.0,,Boat,N,NEW ZEALAND
3441.0,1985.0,M,Unprovoked,N,SOUTH AFRICA
3442.0,1985.0,M,Invalid,,SOUTH AFRICA
3443.0,1985.0,M,Unprovoked,N,SOUTH AFRICA
3444.0,1985.0,M,Unprovoked,N,USA
3445.0,1985.0,M,Unprovoked,N,USA
3446.0,1985.0,F,Unprovoked,Y,AUSTRALIA
3447.0,1985.0,M,Unprovoked,N,USA
3448.0,1985.0,M,Provoked,N,SOUTH AFRICA
3449.0,1985.0,M,Unprovoked,N,USA
3450.0,1985.0,M,Unprovoked,N,ITALY
3451.0,1985.0,F,Unprovoked,N,USA
3452.0,1985.0,,Boat,N,USA
3453.0,1985.0,M,Unprovoked,N,USA
3454.0,1985.0,F,Unprovoked,N,USA
3455.0,1985.0,M,Invalid,,USA
3456.0,1985.0,M,Invalid,,USA
3457.0,1985.0,M,Unprovoked,N,USA
3458.0,1985.0,M,Invalid,,USA
3459.0,1985.0,M,Unprovoked,N,USA
3460.0,1985.0,M,Invalid,,SOUTH AFRICA
3461.0,1985.0,M,Unprovoked,N,USA
3462.0,1985.0,M,Provoked,N,USA
3463.0,1985.0,M,Unprovoked,N,USA
3464.0,1985.0,M,Unprovoked,N,USA
3465.0,1985.0,M,Unprovoked,N,USA
3466.0,1985.0,M,Unprovoked,N,SOUTH AFRICA
3467.0,1985.0,M,Provoked,N,USA
3468.0,1985.0,,Boat,N,USA
3469.0,1985.0,M,Provoked,N,AUSTRALIA
3470.0,1985.0,M,Unprovoked,N,USA
3471.0,1985.0,M,Unprovoked,N,SOUTH AFRICA
3472.0,1986.0,M,Unprovoked,N,USA
3473.0,1986.0,M,Unprovoked,N,USA
3474.0,1986.0,M,Unprovoked,N,AUSTRALIA
3475.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3476.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3477.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3478.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3479.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3480.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3481.0,1986.0,M,Unprovoked,N,SPAIN
3482.0,1986.0,M,Unprovoked,N,SPAIN
3483.0,1986.0,M,Unprovoked,Y,USA
3484.0,1986.0,M,Unprovoked,Y,SOUTH KOREA
3485.0,1986.0,M,Unprovoked,N,AUSTRALIA
3486.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3487.0,1986.0,M,Unprovoked,N,USA
3488.0,1986.0,,Boat,N,AUSTRALIA
3489.0,1986.0,,Unprovoked,N,FRANCE
3490.0,1986.0,F,Unprovoked,N,AUSTRALIA
3491.0,1986.0,M,Invalid,,SOUTH AFRICA
3492.0,1986.0,,Unprovoked,N,USA
3493.0,1986.0,,Unprovoked,N,USA
3494.0,1986.0,,Unprovoked,N,USA
3495.0,1986.0,,Invalid,,USA
3496.0,1986.0,M,Unprovoked,N,USA
3497.0,1986.0,,Unprovoked,UNKNOWN,AUSTRALIA
3498.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3499.0,1986.0,F,Unprovoked,N,USA
3500.0,1986.0,M,Provoked,N,SOUTH AFRICA
3501.0,1986.0,M,Unprovoked,N,USA
3502.0,1986.0,M,Unprovoked,N,USA
3503.0,1986.0,M,Unprovoked,N,USA
3504.0,1986.0,,Unprovoked,N,NEW CALEDONIA
3505.0,1986.0,M,Invalid,,SOUTH AFRICA
3506.0,1986.0,M,Unprovoked,N,USA
3507.0,1986.0,M,Unprovoked,N,BAHAMAS
3508.0,1986.0,M,Unprovoked,N,USA
3509.0,1986.0,M,Unprovoked,Y,SOUTH AFRICA
3510.0,1986.0,M,Unprovoked,N,SOUTH AFRICA
3511.0,1987.0,M,Boat,N,ITALY
3512.0,1987.0,M,Invalid,,MONTENEGRO
3513.0,1987.0,M,Unprovoked,N,AUSTRALIA
3514.0,1987.0,M,Unprovoked,N,SOUTH AFRICA
3515.0,1987.0,,Sea Disaster,Y,SOLOMON ISLANDS
3516.0,1987.0,M,Unprovoked,N,USA
3517.0,1987.0,,Provoked,N,SOUTH AFRICA
3518.0,1987.0,M,Unprovoked,N,AUSTRALIA
3519.0,1987.0,M,Unprovoked,Y,VANUATU
3520.0,1987.0,M,Unprovoked,Y,USA
3521.0,1987.0,F,Unprovoked,N,USA
3522.0,1987.0,M,Invalid,,SOUTH AFRICA
3523.0,1987.0,M,Provoked,N,AUSTRALIA
3524.0,1987.0,M,Unprovoked,N,USA
3525.0,1987.0,M,Unprovoked,N,USA
3526.0,1987.0,M,Provoked,N,USA
3527.0,1987.0,M,Unprovoked,N,BAHAMAS
3528.0,1987.0,M,Unprovoked,N,BAHAMAS
3529.0,1987.0,,Boat,N,USA
3530.0,1987.0,F,Unprovoked,N,USA
3531.0,1987.0,F,Unprovoked,N,USA
3532.0,1987.0,M,Unprovoked,N,USA
3533.0,1987.0,M,Unprovoked,N,USA
3534.0,1987.0,M,Unprovoked,N,USA
3535.0,1987.0,M,Unprovoked,N,SOUTH AFRICA
3536.0,1987.0,M,Unprovoked,Y,AUSTRALIA
3537.0,1987.0,,Sea Disaster,Y,DOMINICAN REPUBLIC
3538.0,1987.0,M,Unprovoked,N,SOUTH AFRICA
3539.0,1987.0,M,Invalid,,SOUTH AFRICA
3540.0,1987.0,M,Unprovoked,N,USA
3541.0,1987.0,M,Invalid,,SOUTH AFRICA
3542.0,1987.0,M,Unprovoked,N,USA
3543.0,1987.0,F,Invalid,,AUSTRALIA
3544.0,1987.0,M,Unprovoked,N,USA
3545.0,1987.0,,Sea Disaster,Y,PHILIPPINES
3546.0,1988.0,M,Unprovoked,N,AUSTRALIA
3547.0,1988.0,,Provoked,N,SOUTH AFRICA
3548.0,1988.0,M,Provoked,N,SOUTH AFRICA
3549.0,1988.0,M,Provoked,N,USA
3550.0,1988.0,M,Invalid,,AUSTRALIA
3551.0,1988.0,M,Invalid,,SOUTH AFRICA
3552.0,1988.0,M,Unprovoked,N,Fiji
3553.0,1988.0,,Boat,N,AUSTRALIA
3554.0,1988.0,F,Unprovoked,N,SOUTH AFRICA
3555.0,1988.0,M,Unprovoked,N,SOUTH AFRICA
3556.0,1988.0,,Boat,N,SOUTH AFRICA
3557.0,1988.0,M,Unprovoked,N,REUNION
3558.0,1988.0,M,Unprovoked,N,SOUTH AFRICA
3559.0,1988.0,M,Unprovoked,N,USA
3560.0,1988.0,F,Unprovoked,N,USA
3561.0,1988.0,F,Invalid,,SOUTH AFRICA
3562.0,1988.0,M,Unprovoked,N,USA
3563.0,1988.0,M,Unprovoked,N,USA
3564.0,1988.0,M,Invalid,,USA
3565.0,1988.0,M,Unprovoked,N,USA
3566.0,1988.0,M,Unprovoked,N,USA
3567.0,1988.0,M,Unprovoked,Y,REUNION
3568.0,1988.0,M,Unprovoked,N,USA
3569.0,1988.0,M,Unprovoked,N,USA
3570.0,1988.0,F,Unprovoked,Y,SOUTH KOREA
3571.0,1988.0,M,Unprovoked,N,USA
3572.0,1988.0,M,Unprovoked,N,USA
3573.0,1988.0,M,Unprovoked,N,USA
3574.0,1988.0,M,Unprovoked,N,USA
3575.0,1988.0,M,Unprovoked,N,SOUTH AFRICA
3576.0,1988.0,M,Unprovoked,N,BAHAMAS
3577.0,1988.0,M,Unprovoked,N,BAHAMAS
3578.0,1988.0,M,Unprovoked,N,USA
3579.0,1988.0,F,Unprovoked,N,USA
3580.0,1988.0,M,Unprovoked,N,BAHAMAS
3581.0,1988.0,M,Unprovoked,N,BAHAMAS
3582.0,1988.0,M,Unprovoked,N,BAHAMAS
3583.0,1988.0,M,Unprovoked,N,USA
3584.0,1988.0,M,Unprovoked,N,JAPAN
3585.0,1988.0,M,Unprovoked,N,ITALY
3586.0,1988.0,M,Provoked,N,USA
3587.0,1988.0,M,Unprovoked,Y,USA
3588.0,1988.0,F,Unprovoked,N,USA
3589.0,1988.0,M,Unprovoked,N,USA
3590.0,1988.0,F,Unprovoked,N,USA
3591.0,1988.0,M,Unprovoked,N,AUSTRALIA
3592.0,1988.0,M,Unprovoked,N,USA
3593.0,1988.0,M,Unprovoked,N,USA
3594.0,1988.0,M,Unprovoked,N,USA
3595.0,1988.0,M,Unprovoked,N,AUSTRALIA
3596.0,1988.0,M,Unprovoked,N,USA
3597.0,1988.0,,Sea Disaster,Y,PHILIPPINES
3598.0,1988.0,M,Sea Disaster,Y,AUSTRALIA
3599.0,1988.0,M,Sea Disaster,Y,AUSTRALIA
3600.0,1988.0,M,Unprovoked,Y,CHILE
3601.0,1989.0,M,Unprovoked,N,USA
3602.0,1989.0,F,Unprovoked,N,PAPUA NEW GUINEA
3603.0,1989.0,M,Unprovoked,N,AUSTRALIA
3604.0,1989.0,M,Unprovoked,Y,USA
3605.0,1989.0,M,Unprovoked,N,SOUTH AFRICA
3606.0,1989.0,M,Unprovoked,N,USA
3607.0,1989.0,F,Unprovoked,Y,USA
3608.0,1989.0,M,Invalid,,USA
3609.0,1989.0,M,Unprovoked,Y,ITALY
3610.0,1989.0,M,Unprovoked,N,SOUTH AFRICA
3611.0,1989.0,M,Provoked,N,SOUTH AFRICA
3612.0,1989.0,M,Boating,N,AUSTRALIA
3613.0,1989.0,M,Unprovoked,Y,AUSTRALIA
3614.0,1989.0,M,Unprovoked,N,USA
3615.0,1989.0,M,Unprovoked,N,USA
3616.0,1989.0,,Boat,N,USA
3617.0,1989.0,M,Unprovoked,N,USA
3618.0,1989.0,M,Unprovoked,N,USA
3619.0,1989.0,M,Invalid,,JAPAN
3620.0,1989.0,M,Unprovoked,N,SOUTH AFRICA
3621.0,1989.0,M,Unprovoked,N,SOUTH AFRICA
3622.0,1989.0,M,Unprovoked,N,ITALY
3623.0,1989.0,M,Unprovoked,N,USA
3624.0,1989.0,M,Unprovoked,N,USA
3625.0,1989.0,F,Unprovoked,N,USA
3626.0,1989.0,M,Unprovoked,N,USA
3627.0,1989.0,M,Unprovoked,Y,REUNION
3628.0,1989.0,M,Unprovoked,N,SOUTH AFRICA
3629.0,1969.0,M,Invalid,,BERMUDA
3630.0,1989.0,M,Provoked,N,AUSTRALIA
3631.0,1989.0,F,Unprovoked,N,BAHAMAS
3632.0,1989.0,M,Unprovoked,N,AUSTRALIA
3633.0,1989.0,M,Unprovoked,N,SOUTH AFRICA
3634.0,1989.0,M,Unprovoked,N,USA
3635.0,1989.0,M,Provoked,N,AUSTRALIA
3636.0,1989.0,M,Provoked,N,USA
3637.0,1989.0,M,Unprovoked,N,USA
3638.0,1989.0,M,Unprovoked,N,USA
3639.0,1989.0,,Boat,N,USA
3640.0,1989.0,M,Provoked,N,USA
3641.0,1989.0,M,Unprovoked,N,SOUTH AFRICA
3642.0,1989.0,M,Unprovoked,UNKNOWN,AUSTRALIA
3643.0,1989.0,M,Invalid,,USA
3644.0,1989.0,M,Unprovoked,N,USA
3645.0,1989.0,M,Invalid,,USA
3646.0,1989.0,M,Unprovoked,N,AUSTRALIA
3647.0,1989.0,F,Unprovoked,N,AUSTRALIA
3648.0,1989.0,M,Unprovoked,N,AUSTRALIA
3649.0,1989.0,M,Invalid,,USA
3650.0,1989.0,M,Unprovoked,Y,SOUTH AFRICA
3651.0,1989.0,M,Unprovoked,N,AUSTRALIA
3652.0,1989.0,M,Invalid,,AUSTRALIA
3653.0,1989.0,M,Unprovoked,UNKNOWN,AUSTRALIA
3654.0,1989.0,M,Provoked,N,USA
3655.0,1990.0,M,Unprovoked,UNKNOWN,USA
3656.0,1990.0,M,Unprovoked,N,USA
3657.0,1990.0,M,Unprovoked,N,USA
3658.0,1990.0,M,Unprovoked,Y,USA
3659.0,1990.0,M,Unprovoked,N,REUNION
3660.0,1990.0,M,Unprovoked,N,FIJI
3661.0,1990.0,M,Unprovoked,N,USA
3662.0,1990.0,M,Unprovoked,N,AUSTRALIA
3663.0,1990.0,M,Unprovoked,N,AUSTRALIA
3664.0,1990.0,M,Unprovoked,Y,AUSTRALIA
3665.0,1990.0,M,Unprovoked,N,AUSTRALIA
3666.0,1990.0,M,Unprovoked,N,SOUTH AFRICA
3667.0,1990.0,M,Unprovoked,N,SOUTH AFRICA
3668.0,1990.0,M,Unprovoked,N,AUSTRALIA
3669.0,1990.0,F,Unprovoked,N,AUSTRALIA
3670.0,1990.0,,Provoked,N,SOUTH AFRICA
3671.0,1990.0,M,Unprovoked,N,BAHAMAS
3672.0,1990.0,F,Unprovoked,Y,SOUTH AFRICA
3673.0,1990.0,M,Unprovoked,N,USA
3674.0,1990.0,F,Unprovoked,N,USA
3675.0,1990.0,M,Unprovoked,N,USA
3676.0,1990.0,M,Unprovoked,N,USA
3677.0,1990.0,M,Unprovoked,N,USA
3678.0,1990.0,M,Invalid,,USA
3679.0,1990.0,M,Boating,N,USA
3680.0,1990.0,M,Unprovoked,N,USA
3681.0,1990.0,M,Unprovoked,N,SOUTH AFRICA
3682.0,1990.0,M,Unprovoked,N,USA
3683.0,1990.0,M,Unprovoked,N,USA
3684.0,1990.0,M,Unprovoked,N,USA
3685.0,1990.0,M,Unprovoked,N,AUSTRALIA
3686.0,1990.0,M,Unprovoked,N,AUSTRALIA
3687.0,1990.0,M,Unprovoked,N,USA
3688.0,1990.0,M,Unprovoked,N,USA
3689.0,1990.0,M,Unprovoked,N,USA
3690.0,1990.0,F,Unprovoked,N,USA
3691.0,1990.0,M,Unprovoked,N,AUSTRALIA
3692.0,1990.0,M,Invalid,,SOUTH AFRICA
3693.0,1991.0,M,Unprovoked,N,AUSTRALIA
3694.0,1991.0,M,Unprovoked,N,AUSTRALIA
3695.0,1991.0,M,Unprovoked,N,AUSTRALIA
3696.0,1991.0,M,Unprovoked,N,SOUTH AFRICA
3697.0,1991.0,M,Unprovoked,N,USA
3698.0,1991.0,M,Unprovoked,N,AUSTRALIA
3699.0,1991.0,M,Unprovoked,N,USA
3700.0,1991.0,M,Unprovoked,N,USA
3701.0,1991.0,,Provoked,N,USA
3702.0,1991.0,,Provoked,N,BRAZIL
3703.0,1991.0,M,Unprovoked,N,SOUTH AFRICA
3704.0,1991.0,M,Unprovoked,N,USA
3705.0,1991.0,F,Unprovoked,Y,HONG KONG
3706.0,1991.0,M,Unprovoked,N,USA
3707.0,1991.0,M,Unprovoked,N,USA
3708.0,1991.0,M,Unprovoked,Y,HONG KONG
3709.0,1991.0,M,Unprovoked,Y,HONG KONG
3710.0,1991.0,M,Unprovoked,N,USA
3711.0,1991.0,M,Unprovoked,N,USA
3712.0,1991.0,M,Unprovoked,N,REUNION
3713.0,1991.0,M,Unprovoked,N,USA
3714.0,1991.0,M,Unprovoked,N,USA
3715.0,1991.0,M,Unprovoked,N,USA
3716.0,1991.0,F,Boating,N,ITALY
3717.0,1991.0,M,Provoked,N,USA
3718.0,1991.0,F,Unprovoked,N,USA
3719.0,1991.0,M,Unprovoked,N,USA
3720.0,1991.0,M,Provoked,N,AUSTRALIA
3721.0,1991.0,M,Unprovoked,Y,AUSTRALIA
3722.0,1991.0,M,Invalid,,BAHAMAS
3723.0,1991.0,M,Unprovoked,N,USA
3724.0,1991.0,M,Unprovoked,N,USA
3725.0,1991.0,M,Unprovoked,N,AUSTRALIA
3726.0,1991.0,M,Provoked,N,USA
3727.0,1991.0,M,Unprovoked,Y,USA
3728.0,1991.0,F,Unprovoked,N,USA
3729.0,1991.0,F,Unprovoked,Y,USA
3730.0,1991.0,M,Unprovoked,N,USA
3731.0,1992.0,M,Unprovoked,Y,FIJI
3732.0,1992.0,,Invalid,,JAPAN
3733.0,1992.0,M,Unprovoked,N,JAPAN
3734.0,1992.0,M,Unprovoked,N,MAURITIUS
3735.0,1992.0,M,Unprovoked,N,SOUTH AFRICA
3736.0,1992.0,M,Unprovoked,N,SOUTH AFRICA
3737.0,1992.0,M,Unprovoked,N,AUSTRALIA
3738.0,1992.0,M,Unprovoked,N,REUNION
3739.0,1992.0,M,Invalid,,AUSTRALIA
3740.0,1992.0,M,Unprovoked,N,JAPAN
3741.0,1992.0,M,Unprovoked,Y,USA
3742.0,1992.0,M,Unprovoked,N,USA
3743.0,1992.0,,Boat,N,JAPAN
3744.0,1992.0,M,Unprovoked,Y,JAPAN
3745.0,1992.0,M,Unprovoked,N,AUSTRALIA
3746.0,1992.0,F,Unprovoked,N,USA
3747.0,1992.0,M,Unprovoked,N,SOUTH AFRICA
3748.0,1992.0,M,Unprovoked,N,NEW ZEALAND
3749.0,1992.0,M,Unprovoked,N,MEXICO
3750.0,1992.0,M,Unprovoked,Y,REUNION
3751.0,1992.0,M,Invalid,,USA
3752.0,1992.0,,Unprovoked,N,REUNION
3753.0,1992.0,,Boat,N,JAPAN
3754.0,1992.0,F,Unprovoked,N,VANUATU
3755.0,1992.0,M,Unprovoked,Y,REUNION
3756.0,1992.0,M,Unprovoked,Y,BRAZIL
3757.0,1992.0,M,Unprovoked,N,BRAZIL
3758.0,1992.0,M,Unprovoked,N,BRAZIL
3759.0,1992.0,F,Unprovoked,N,USA
3760.0,1992.0,M,Invalid,,USA
3761.0,1992.0,M,Invalid,,USA
3762.0,1992.0,M,Provoked,N,USA
3763.0,1992.0,M,Unprovoked,N,USA
3764.0,1992.0,M,Invalid,,USA
3765.0,1992.0,M,Unprovoked,N,AUSTRALIA
3766.0,1992.0,F,Unprovoked,N,BAHAMAS
3767.0,1992.0,M,Unprovoked,N,USA
